"","simulacao","acoes_educacionais","consultas","absenteismo","alto_risco","acoes_altorisco","consultas_altorisco","indireta","todos"
"1",1,25.7515504024923,26.2118338514119,23.8579742237926,0.108789229672402,29.0298797562718,33.198696069885,0.442324203578755,1
"2",2,35.7661027088761,26.4904011413455,12.8356904573739,0.177961148135364,44.5638068113476,36.6550109325908,0.478548252070323,1
"3",3,28.179538436234,37.4050835566595,14.9401441402733,0.128116732090712,33.2542492682114,31.9224645139184,0.46018533827737,0
"4",4,37.6603480800986,26.5734755899757,10.5683345831931,0.154969904082827,34.5062496140599,37.1703728358261,0.408193409722298,0
"5",5,38.8093456858769,22.5140247261152,21.1684273816645,0.119460685411468,25.3542080288753,40.7861522748135,0.429518063575961,0
"6",6,20.9111299877986,27.1244286140427,11.3294488340616,0.133943982678466,32.3615604452789,43.587112716632,0.433871124545112,1
"7",7,30.5621097609401,38.613983723335,12.5594554431736,0.183464340306818,25.9535394562408,40.4667857824825,0.411918658576906,1
"8",8,37.8483808878809,37.5035709748045,16.7393422424793,0.13473486462608,34.176690406166,38.9594012196176,0.435068504745141,0
"9",9,31.0287002893165,36.4043339155614,17.4247264638543,0.173208983405493,27.7222071262076,38.7339405273087,0.481611209968105,0
"10",10,29.1322947060689,20.4354404145852,15.0760508514941,0.117103608301841,34.6307739056647,37.2074294881895,0.405737423570827,0
"11",11,39.1366669069976,32.6247373549268,21.9388772025704,0.191704188752919,25.957888928242,34.7160515387077,0.449351765494794,0
"12",12,29.0666831238195,35.6183259934187,9.85819410532713,0.103851682622917,29.657427710481,43.9473688881844,0.421066831541248,0
"13",13,33.5514127090573,34.344891118817,22.660492606461,0.106847170810215,34.6052033500746,35.2484096924309,0.457088606851175,0
"14",14,31.4526680391282,23.7157166004181,9.69544737786055,0.114070674870163,36.968139745295,41.91294177901,0.479266915330663,1
"15",15,22.0584936533123,31.6134927142411,14.5273124575615,0.173865120625123,43.810752988793,34.8159008100629,0.472638264298439,1
"16",16,37.9964994080365,28.2757727336138,20.7245543822646,0.111533954623155,35.3365067252889,36.3145465473644,0.4938225568505,0
"17",17,24.9217546870932,26.5484532667324,8.87564745545387,0.164607117022388,31.85753966216,43.3561801118776,0.460300556011498,0
"18",18,20.8411906706169,28.416541479528,20.7087795510888,0.194489345652983,27.6706556929275,40.0811468402389,0.422571082599461,0
"19",19,26.558414385654,27.3120283940807,14.1233713179827,0.164437873940915,40.6814780645072,37.0966357458383,0.461946106143296,1
"20",20,39.0900729829445,37.4141393601894,14.418596021831,0.172932139155455,38.2068823929876,36.9586185389198,0.4853738542879,0
"21",21,37.7907863212749,25.4595281463116,14.2626945823431,0.173623176990077,40.4017144301906,39.0723234065808,0.425946021848358,0
"22",22,33.856068123132,27.8664477681741,8.31225039064884,0.133145208610222,25.5176893481985,42.0676299137995,0.464844103739597,1
"23",23,32.8101362753659,37.8453319054097,15.8064592257142,0.106544438260607,42.0031326962635,41.9954216200858,0.465881994226947,1
"24",24,39.8853955324739,36.4611985115334,11.1676188074052,0.141864594374783,27.4062076117843,30.0468576187268,0.48934459045995,0
"25",25,33.1141159823164,34.5115518569946,21.7919894345105,0.171681739133783,27.5691646104679,32.3864275531378,0.414967892807908,1
"26",26,34.1706093633547,28.7966147437692,17.1866657212377,0.159941957308911,34.6075834101066,40.1385622099042,0.40419260810595,1
"27",27,30.8813204942271,29.1341367224231,10.5175504460931,0.142564293858595,27.2808372508734,44.1371174168307,0.459427722357214,0
"28",28,31.8828404089436,29.608696596697,21.4321210682392,0.149974166345783,35.0227533001453,33.3308218291495,0.429240593453869,1
"29",29,25.7831947458908,22.5476281344891,8.82053247466683,0.156369081232697,44.0482427692041,35.1734298700467,0.488801471679471,0
"30",30,22.9422729462385,25.7216640515253,21.14900611341,0.163963606557809,42.7533744787797,35.1922891137656,0.481420721462928,0
"31",31,39.2604846507311,32.5092199677601,20.486388579011,0.135341226146556,43.7550033722073,40.2746193157509,0.427647542138584,1
"32",32,38.0459809023887,33.7658665562049,19.222456548363,0.103225635411218,42.7007524576038,41.7180663719773,0.407288870238699,1
"33",33,33.8141055684537,23.1415196089074,15.8199680559337,0.176531123416498,34.2277930770069,34.796113979537,0.409634160832502,1
"34",34,35.9093483537436,36.001752987504,9.22033448517323,0.134062462626025,43.1573612382635,35.571417248575,0.439424315560609,0
"35",35,20.492273690179,23.9442944899201,18.226839646697,0.183157405210659,36.0562764061615,43.7125928106252,0.441853236430325,0
"36",36,29.5559194218367,30.7860190467909,20.0390925295651,0.103455097670667,39.4616817031056,32.8259566705674,0.472309494111687,1
"37",37,35.1691907504573,39.5852861786261,9.4760875813663,0.141849412978627,30.9872100455686,32.6226385042537,0.415648785908707,0
"38",38,24.3281587166712,28.3404873032123,22.3400846347213,0.168318401928991,38.3954581758007,43.7663779780269,0.459658608213067,0
"39",39,26.363620152697,21.6271985555068,11.8487848490477,0.160108683491126,27.0613057585433,41.3532535813283,0.464634867059067,1
"40",40,24.6325157070532,23.3963547367603,15.8171912766993,0.151813812181354,26.3452301267534,30.7977489370387,0.485363581776619,1
"41",41,22.8560004476458,23.7723897444084,14.6056077703834,0.194934869534336,40.676939105615,33.288477351889,0.450925668957643,1
"42",42,28.2909267162904,20.5799170210958,8.40828743577003,0.171739778341725,26.6979750897735,36.5311650198419,0.486611341685057,0
"43",43,28.2744865259156,25.6137112993747,23.7094121277332,0.101684773433954,26.3657186599448,41.1075467825867,0.487788631953299,1
"44",44,27.3769090184942,27.2793909814209,12.4476142302155,0.118918653973378,26.0283357277513,43.5979945398867,0.400608036597259,0
"45",45,23.0488949548453,25.5133845005184,23.3316363468766,0.153497607936151,31.7123262537643,38.5935164394323,0.448210738017224,0
"46",46,22.7761212689802,22.386861811392,16.7964777499437,0.156130231893621,32.482902253978,39.7638103261124,0.460694372118451,1
"47",47,24.660681989044,22.6036646822467,16.2285518199205,0.196168579696678,26.7167763086036,35.4466525674798,0.467371212341823,0
"48",48,29.3192490050569,37.4423479940742,10.5897952727973,0.137559548509307,32.4696653941646,37.2959621460177,0.494926637411118,1
"49",49,25.3194528073072,28.5109185148031,21.7047388143837,0.134487541206181,40.8134548738599,40.6521406956017,0.448530822969042,0
"50",50,37.1565543068573,22.0047970069572,23.7763563506305,0.157463363884017,38.5572160407901,31.0865377925802,0.451425075950101,0
"51",51,20.916623333469,22.9925047373399,12.5614656619728,0.120722533133812,25.6314264331013,44.4645129761193,0.486539131868631,0
"52",52,28.8440014841035,37.8159072063863,14.5777043290436,0.129080626112409,37.5418175477535,38.0511242675129,0.480901528708637,0
"53",53,35.9784969128668,38.2055328646675,13.6467657350004,0.15825033779256,27.9645452462137,35.7368952047545,0.435293040960096,1
"54",54,22.4379851995036,36.8465703958645,10.10051478073,0.174784984230064,41.7580325435847,36.456089776475,0.475697415671311,0
"55",55,31.2189596751705,30.9829906281084,15.4314201101661,0.119944011629559,36.0986274993047,33.3115875476506,0.461235954612494,0
"56",56,24.1306277923286,25.2974881092086,10.9910222329199,0.121018928359263,43.5191312991083,38.8418312289286,0.473594962712377,1
"57",57,22.5506330048665,36.0918914992362,9.25117943435907,0.105001646350138,40.7914849137887,32.4305754038505,0.454658647859469,1
"58",58,35.0661572860554,21.3285791594535,8.48107611387968,0.170367847220041,37.7128021791577,44.0712558757514,0.484130967850797,0
"59",59,37.900907183066,21.5989407431334,15.9532970413566,0.130835076747462,25.5227263458073,32.1386436419562,0.499107616837136,0
"60",60,27.4892555177212,25.566045534797,18.0240081138909,0.166058773733676,37.5047207344323,33.6134219239466,0.477285604225472,0
"61",61,33.3023038925603,29.8846529936418,17.4732321053743,0.101018848805688,44.0100917546079,38.7983124749735,0.467866822658107,1
"62",62,21.8968132184818,37.1207232633606,17.3759510293603,0.175247714552097,38.1652916921303,32.6314913097303,0.491352030960843,1
"63",63,27.6793927559629,34.1464235261083,10.1055296882987,0.117759256227873,43.2490202551708,33.3576204744168,0.491215396276675,1
"64",64,25.4876728914678,28.3156680548564,18.8270706497133,0.142510524438694,27.6325879991055,33.4220032242592,0.439102290011942,1
"65",65,36.2928007775918,30.7815670967102,9.13210390508175,0.164445878774859,40.8950174320489,30.9565888764337,0.409981592930853,0
"66",66,28.970326827839,22.8652516799048,14.1118428111076,0.139396606665105,25.3532101260498,31.3629886787385,0.402212290791795,0
