"","simulacao","acoes_educacionais","consultas","absenteismo","alto_risco","acoes_altorisco","participacao_medico","consultas_altorisco","indireta","todos"
"1",1,25.7515504024923,26.2118338514119,23.8579742237926,0.108789229672402,29.0298797562718,0.442649280931801,36.3486305368133,0.518725617206655,0
"2",2,35.7661027088761,26.4904011413455,12.8356904573739,0.177961148135364,44.5638068113476,0.488733479101211,41.7822378105484,0.516763515165076,0
"3",3,28.179538436234,37.4050835566595,14.9401441402733,0.128116732090712,33.2542492682114,0.425632860185578,39.0278007416055,0.564067528326996,0
"4",4,37.6603480800986,26.5734755899757,10.5683345831931,0.154969904082827,34.5062496140599,0.495604971144348,31.2290114583448,0.596235931990668,0
"5",5,38.8093456858769,22.5140247261152,21.1684273816645,0.119460685411468,25.3542080288753,0.54381536366418,34.4277095363941,0.566352030984126,1
"6",6,20.9111299877986,27.1244286140427,11.3294488340616,0.133943982678466,32.3615604452789,0.581161502888426,35.0806686817668,0.530643512611277,0
"7",7,30.5621097609401,38.613983723335,12.5594554431736,0.183464340306818,25.9535394562408,0.539557143766433,31.7877987865359,0.5228670935845,1
"8",8,37.8483808878809,37.5035709748045,16.7393422424793,0.13473486462608,34.176690406166,0.519458682928234,35.2602757117711,0.591089758859016,1
"9",9,31.0287002893165,36.4043339155614,17.4247264638543,0.173208983405493,27.7222071262076,0.516452540364116,42.2416814952157,0.557151057571173,0
"10",10,29.1322947060689,20.4354404145852,15.0760508514941,0.117103608301841,34.6307739056647,0.496099059842527,30.860613535624,0.567262586625293,1
"11",11,39.1366669069976,32.6247373549268,21.9388772025704,0.191704188752919,25.957888928242,0.462880687182769,37.402764824219,0.583291702484712,1
"12",12,29.0666831238195,35.6183259934187,9.85819410532713,0.103851682622917,29.657427710481,0.585964918509126,33.1600247311871,0.597046490595676,1
"13",13,33.5514127090573,34.344891118817,22.660492606461,0.106847170810215,34.6052033500746,0.469978795899078,38.5632910276763,0.564091426134109,0
"14",14,31.4526680391282,23.7157166004181,9.69544737786055,0.114070674870163,36.968139745295,0.558839223720133,41.8900372995995,0.512074706261046,0
"15",15,22.0584936533123,31.6134927142411,14.5273124575615,0.173865120625123,43.810752988793,0.464212010800838,40.8957396447659,0.53114920144435,0
"16",16,37.9964994080365,28.2757727336138,20.7245543822646,0.111533954623155,35.3365067252889,0.484193953964859,44.0733835275751,0.589291789894924,1
"17",17,24.9217546870932,26.5484532667324,8.87564745545387,0.164607117022388,31.85753966216,0.578082401491702,39.0450834017247,0.558010165719315,1
"18",18,20.8411906706169,28.416541479528,20.7087795510888,0.194489345652983,27.6706556929275,0.534415291203186,33.3856623899192,0.586038602236658,1
"19",19,26.558414385654,27.3120283940807,14.1233713179827,0.164437873940915,40.6814780645072,0.49462180994451,39.2919159214944,0.539856820064597,1
"20",20,39.0900729829445,37.4141393601894,14.418596021831,0.172932139155455,38.2068823929876,0.492781580518931,42.806078143185,0.553308356041089,1
"21",21,37.7907863212749,25.4595281463116,14.2626945823431,0.173623176990077,40.4017144301906,0.520964312087745,33.8919032772537,0.561470658401959,0
"22",22,33.856068123132,27.8664477681741,8.31225039064884,0.133145208610222,25.5176893481985,0.560901732183993,39.7266155609395,0.513699778332375,0
"23",23,32.8101362753659,37.8453319054097,15.8064592257142,0.106544438260607,42.0031326962635,0.559938954934478,39.8822991340421,0.528703960264102,1
"24",24,39.8853955324739,36.4611985115334,11.1676188074052,0.141864594374783,27.4062076117843,0.400624768249691,43.4016885689925,0.595821121428162,0
"25",25,33.1141159823164,34.5115518569946,21.7919894345105,0.171681739133783,27.5691646104679,0.431819034041837,32.2451839211863,0.511305932374671,1
"26",26,34.1706093633547,28.7966147437692,17.1866657212377,0.159941957308911,34.6075834101066,0.535180829465389,30.6288912158925,0.546707402984612,0
"27",27,30.8813204942271,29.1341367224231,10.5175504460931,0.142564293858595,27.2808372508734,0.588494898891076,38.914158353582,0.59200860701967,0
"28",28,31.8828404089436,29.608696596697,21.4321210682392,0.149974166345783,35.0227533001453,0.444410957721993,34.3860890180804,0.524893128825352,0
"29",29,25.7831947458908,22.5476281344891,8.82053247466683,0.156369081232697,44.0482427692041,0.468979064933956,43.3202207519207,0.57128361093346,0
"30",30,22.9422729462385,25.7216640515253,21.14900611341,0.163963606557809,42.7533744787797,0.469230521516874,42.2131082194392,0.588170220539905,0
"31",31,39.2604846507311,32.5092199677601,20.486388579011,0.135341226146556,43.7550033722073,0.536994924210012,34.1471313207876,0.509337403555401,0
"32",32,38.0459809023887,33.7658665562049,19.222456548363,0.103225635411218,42.7007524576038,0.556240884959698,31.0933305358049,0.542958193062805,1
"33",33,33.8141055684537,23.1415196089074,15.8199680559337,0.176531123416498,34.2277930770069,0.463948186393827,31.4451241248753,0.529198860889301,1
"34",34,35.9093483537436,36.001752987504,9.22033448517323,0.134062462626025,43.1573612382635,0.474285563314334,35.9136473340914,0.577145677851513,0
"35",35,20.492273690179,23.9442944899201,18.226839646697,0.183157405210659,36.0562764061615,0.582834570808336,36.2779854645487,0.589326527225785,0
"36",36,29.5559194218367,30.7860190467909,20.0390925295651,0.103455097670667,39.4616817031056,0.437679422274232,40.846424116753,0.503605890506879,0
"37",37,35.1691907504573,39.5852861786261,9.4760875813663,0.141849412978627,30.9872100455686,0.434968513390049,32.347317886306,0.567110053496435,1
"38",38,24.3281587166712,28.3404873032123,22.3400846347213,0.168318401928991,38.3954581758007,0.583551706373692,38.9487912319601,0.550843244395219,0
"39",39,26.363620152697,21.6271985555068,11.8487848490477,0.160108683491126,27.0613057585433,0.551376714417711,39.69523005886,0.524609453091398,0
"40",40,24.6325157070532,23.3963547367603,15.8171912766993,0.151813812181354,26.3452301267534,0.410636652493849,42.8045372664928,0.519037199299783,0
"41",41,22.8560004476458,23.7723897444084,14.6056077703834,0.194934869534336,40.676939105615,0.443846364691854,37.6388503436465,0.540336427791044,0
"42",42,28.2909267162904,20.5799170210958,8.40828743577003,0.171739778341725,26.6979750897735,0.487082200264558,42.9917012527585,0.56086730659008,0
"43",43,28.2744865259156,25.6137112993747,23.7094121277332,0.101684773433954,26.3657186599448,0.548100623767823,43.1682947929949,0.509342368552461,0
"44",44,27.3769090184942,27.2793909814209,12.4476142302155,0.118918653973378,26.0283357277513,0.581306593865156,30.0912054895889,0.555720287445001,1
"45",45,23.0488949548453,25.5133845005184,23.3316363468766,0.153497607936151,31.7123262537643,0.51458021919243,37.2316107025836,0.588561688596383,0
"46",46,22.7761212689802,22.386861811392,16.7964777499437,0.156130231893621,32.482902253978,0.530184137681499,39.1041558177676,0.542056082701311,1
