"","ano","uf_sigla","cod_regsaud","necessidade_media_med","oferta_media_med","rr_med","ra_med","regiao_saude","necessidade_media_enf","oferta_media_enf","rr_enf","ra_enf","classificacao","Região","simulacao","acoes_hab","prenatal_hab","absenteismo","alto_risco","indireta_enf","indireta_med","acoes_alto","prenatal_alto","ferias","feriados","coleta_exames","visita","consulta_puerperal","consulta_cd","enf_coleta_exames","enf_coleta_cito","enf_prenatal","enf_imunizacao","enf_puerperal","enf_visita","enf_cd","enf_acoes","ist_enf","ist_med","cenario_oferta","ans_tipo","todos","regiao"
"1",2025,"BA",29020,147.362142823026,131.00573459747,88.9005358416919,-16.3564082255566,"SALVADOR",139.157565265888,110.393180322717,79.329629051636,-28.7643849431708,"Ambos déficit","Nordeste",1,29.3136628018692,30.3040911396965,20.3779637478292,0.193802826153114,0.530874038033653,0.536224082356785,28.1934796040878,42.8029752289876,5.21785673964769,4.42016696743667,13.7294482195284,51.3201466738246,24.4026102102362,26.9840347953141,0.707732541207224,0.315582012245432,0.507855396950617,0.779796415753663,0.493497316446155,0.48105916925706,0.482675532973371,0.543034086143598,0.154367698624264,0.197681386966724,"cenario_base","diminuicao",1,"Nordeste"
"2",2026,"BA",29020,142.772252778762,123.267807261011,86.3387702175053,-19.5044455177508,"SALVADOR",130.456976283081,98.7990719854406,75.7330690932579,-31.6579042976401,"Ambos déficit","Nordeste",1,29.3136628018692,30.3040911396965,20.3779637478292,0.193802826153114,0.530874038033653,0.536224082356785,28.1934796040878,42.8029752289876,5.21785673964769,4.42016696743667,13.7294482195284,51.3201466738246,24.4026102102362,26.9840347953141,0.707732541207224,0.315582012245432,0.507855396950617,0.779796415753663,0.493497316446155,0.48105916925706,0.482675532973371,0.543034086143598,0.154367698624264,0.197681386966724,"cenario_base","diminuicao",1,"Nordeste"
"3",2027,"BA",29020,136.526636613142,115.943946446105,84.9240480263498,-20.5826901670372,"SALVADOR",121.476499448143,88.4222766887036,72.7896153497984,-33.0542227594398,"Ambos déficit","Nordeste",1,29.3136628018692,30.3040911396965,20.3779637478292,0.193802826153114,0.530874038033653,0.536224082356785,28.1934796040878,42.8029752289876,5.21785673964769,4.42016696743667,13.7294482195284,51.3201466738246,24.4026102102362,26.9840347953141,0.707732541207224,0.315582012245432,0.507855396950617,0.779796415753663,0.493497316446155,0.48105916925706,0.482675532973371,0.543034086143598,0.154367698624264,0.197681386966724,"cenario_base","diminuicao",1,"Nordeste"
"4",2028,"BA",29020,129.358834504818,108.811206280452,84.1157905426243,-20.5476282243652,"SALVADOR",112.5796156451,79.1353299944746,70.292769735459,-33.444285650625,"Ambos déficit","Nordeste",1,29.3136628018692,30.3040911396965,20.3779637478292,0.193802826153114,0.530874038033653,0.536224082356785,28.1934796040878,42.8029752289876,5.21785673964769,4.42016696743667,13.7294482195284,51.3201466738246,24.4026102102362,26.9840347953141,0.707732541207224,0.315582012245432,0.507855396950617,0.779796415753663,0.493497316446155,0.48105916925706,0.482675532973371,0.543034086143598,0.154367698624264,0.197681386966724,"cenario_base","diminuicao",1,"Nordeste"
"5",2029,"BA",29020,121.231669410171,101.890448450712,84.0460656414616,-19.3412209594589,"SALVADOR",103.69108787476,70.8237987302594,68.3026865489169,-32.8672891445008,"Ambos déficit","Nordeste",1,29.3136628018692,30.3040911396965,20.3779637478292,0.193802826153114,0.530874038033653,0.536224082356785,28.1934796040878,42.8029752289876,5.21785673964769,4.42016696743667,13.7294482195284,51.3201466738246,24.4026102102362,26.9840347953141,0.707732541207224,0.315582012245432,0.507855396950617,0.779796415753663,0.493497316446155,0.48105916925706,0.482675532973371,0.543034086143598,0.154367698624264,0.197681386966724,"cenario_base","diminuicao",1,"Nordeste"
"6",2030,"BA",29020,112.216413504465,95.2221053158738,84.8557731815991,-16.9943081885907,"SALVADOR",94.7947735632905,63.3852243357545,66.8657373746822,-31.409549227536,"Ambos déficit","Nordeste",1,29.3136628018692,30.3040911396965,20.3779637478292,0.193802826153114,0.530874038033653,0.536224082356785,28.1934796040878,42.8029752289876,5.21785673964769,4.42016696743667,13.7294482195284,51.3201466738246,24.4026102102362,26.9840347953141,0.707732541207224,0.315582012245432,0.507855396950617,0.779796415753663,0.493497316446155,0.48105916925706,0.482675532973371,0.543034086143598,0.154367698624264,0.197681386966724,"cenario_base","diminuicao",1,"Nordeste"
"7",2025,"BA",29020,210.477749497161,122.527337498094,58.2139146730792,-87.9504119990661,"SALVADOR",164.752496278839,83.5059181378215,50.6856770148661,-81.2465781410173,"Ambos déficit","Nordeste",2,36.8245770316571,30.4966216743924,25.5018709227443,0.198800330539234,0.641380857117474,0.561616730422247,27.8903170255944,39.9900992412586,7.33127512782812,5.61002240329981,24.841947631212,54.9796755914576,23.9739215257578,28.5175011307001,0.770133013743907,0.297769086249173,0.499912252044305,0.787913597887382,0.50921235291753,0.482452005706728,0.480437474604696,0.509104488790035,0.170657565526199,0.170193838269915,"cenario_reducao10","diminuicao",1,"Nordeste"
"8",2026,"BA",29020,202.304483243518,112.984525954471,55.8487504295541,-89.3199572890467,"SALVADOR",154.484997553156,73.2417959900068,47.4102968897063,-81.2432015631495,"Ambos déficit","Nordeste",2,36.8245770316571,30.4966216743924,25.5018709227443,0.198800330539234,0.641380857117474,0.561616730422247,27.8903170255944,39.9900992412586,7.33127512782812,5.61002240329981,24.841947631212,54.9796755914576,23.9739215257578,28.5175011307001,0.770133013743907,0.297769086249173,0.499912252044305,0.787913597887382,0.50921235291753,0.482452005706728,0.480437474604696,0.509104488790035,0.170657565526199,0.170193838269915,"cenario_reducao10","diminuicao",1,"Nordeste"
"9",2027,"BA",29020,192.391880892988,104.05614739745,54.0855190533367,-88.335733495538,"SALVADOR",143.842384373934,64.1824534866022,44.6199871935888,-79.6599308873318,"Ambos déficit","Nordeste",2,36.8245770316571,30.4966216743924,25.5018709227443,0.198800330539234,0.641380857117474,0.561616730422247,27.8903170255944,39.9900992412586,7.33127512782812,5.61002240329981,24.841947631212,54.9796755914576,23.9739215257578,28.5175011307001,0.770133013743907,0.297769086249173,0.499912252044305,0.787913597887382,0.50921235291753,0.482452005706728,0.480437474604696,0.509104488790035,0.170657565526199,0.170193838269915,"cenario_reducao10","diminuicao",1,"Nordeste"
"10",2028,"BA",29020,181.531542481358,95.6188258166382,52.6733946671873,-85.9127166647194,"SALVADOR",133.285389593127,56.2436557808085,42.1979152797621,-77.0417338123182,"Ambos déficit","Nordeste",2,36.8245770316571,30.4966216743924,25.5018709227443,0.198800330539234,0.641380857117474,0.561616730422247,27.8903170255944,39.9900992412586,7.33127512782812,5.61002240329981,24.841947631212,54.9796755914576,23.9739215257578,28.5175011307001,0.770133013743907,0.297769086249173,0.499912252044305,0.787913597887382,0.50921235291753,0.482452005706728,0.480437474604696,0.509104488790035,0.170657565526199,0.170193838269915,"cenario_reducao10","diminuicao",1,"Nordeste"
